Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-05,2021,3,5,,-2.6,,-11.0,,-6.8,,24.8,,0.0,,0.0,,0.0,,0.0,,70.0,,30.0,,71.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-06,2021,3,6,,-7.1,,-18.9,,-13.0,,31.0,,0.0,,0.0,,0.0,T,0.0,T,65.0,,30.0,,48.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-07,2021,3,7,,-1.3,,-23.8,,-12.6,,30.6,,0.0,,0.0,,0.0,,0.0,,63.0,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-08,2021,3,8,,5.0,,-5.1,,-0.1,,18.1,,0.0,,0.0,,0.0,,0.0,,59.0,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-09,2021,3,9,,8.7,,-7.5,,0.6,,17.4,,0.0,,0.0,,0.0,,0.0,,57.0,,13.0,,34.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-10,2021,3,10,,4.6,,1.8,,3.2,,14.8,,0.0,,9.4,,0.0,,9.4,,55.0,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-11,2021,3,11,,9.3,,-1.2,,4.1,,13.9,,0.0,,5.8,,1.4,,7.2,,29.0,,24.0,,78.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-12,2021,3,12,,1.2,,-7.5,,-3.2,,21.2,,0.0,,0.0,,0.8,,0.8,,10.0,,31.0,,72.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-13,2021,3,13,,6.2,,-10.2,,-2.0,,20.0,,0.0,,0.0,,0.0,,0.0,,10.0,,31.0,,51.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-14,2021,3,14,,0.2,,-8.9,,-4.4,,22.4,,0.0,,0.0,,0.0,,0.0,,7.0,,31.0,,49.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-15,2021,3,15,,-0.9,,-13.0,,-7.0,,25.0,,0.0,,0.0,,0.0,,0.0,,7.0,,11.0,,38.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-16,2021,3,16,,1.8,,-5.9,,-2.1,,20.1,,0.0,,0.0,,0.0,,0.0,,6.0,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-17,2021,3,17,,2.9,,-8.1,,-2.6,,20.6,,0.0,,0.0,,0.0,T,0.0,T,6.0,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-18,2021,3,18,,6.1,,-7.1,,-0.5,,18.5,,0.0,,0.0,,0.0,,0.0,,6.0,,4.0,,42.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-19,2021,3,19,,9.0,,-8.9,,0.1,,17.9,,0.0,,0.0,,0.0,,0.0,,6.0,,21.0,,32.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-20,2021,3,20,,11.1,,-7.0,,2.1,,15.9,,0.0,,0.0,,0.0,,0.0,,6.0,,22.0,,33.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-21,2021,3,21,,15.0,,-3.1,,6.0,,12.0,,0.0,,0.0,,0.0,,0.0,,,,21.0,,38.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-22,2021,3,22,,10.9,,0.2,,5.6,,12.4,,0.0,,0.9,,0.0,,0.9,,5.0,,22.0,,37.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-23,2021,3,23,,14.2,,0.6,,7.4,,10.6,,0.0,,0.8,,0.0,,0.8,,4.0,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-24,2021,3,24,,8.8,,4.1,,6.5,,11.5,,0.0,,17.1,,0.0,,17.1,,4.0,,10.0,,37.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-25,2021,3,25,,5.4,,-3.1,,1.2,,16.8,,0.0,,0.2,,0.0,T,0.2,,2.0,,29.0,,46.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-26,2021,3,26,,-0.5,,-3.0,,-1.8,,19.8,,0.0,,0.0,,0.4,,0.0,T,2.0,,33.0,,32.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-27,2021,3,27,,2.7,,-2.0,,0.4,,17.6,,0.0,,0.0,,1.4,,1.0,,1.0,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-28,2021,3,28,,0.8,,-1.9,,-0.6,,18.6,,0.0,,0.0,,14.2,,8.6,,10.0,,32.0,,64.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-29,2021,3,29,,3.0,,-8.2,,-2.6,,20.6,,0.0,,0.0,,0.0,T,0.0,T,7.0,,11.0,,43.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-30,2021,3,30,,13.7,,-0.3,,6.7,,11.3,,0.0,,0.0,T,0.0,,0.0,T,3.0,,24.0,,63.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-03-31,2021,3,31,,0.6,,-7.1,,-3.3,,21.3,,0.0,,0.0,,0.9,,0.4,,1.0,,30.0,,54.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-01,2021,4,1,,-1.9,,-10.8,,-6.4,,24.4,,0.0,,0.0,,0.0,,0.0,,2.0,,30.0,,47.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-02,2021,4,2,,7.3,,-11.2,,-2.0,,20.0,,0.0,,0.0,,0.0,,0.0,,1.0,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-03,2021,4,3,,13.1,,-2.2,,5.5,,12.5,,0.0,,0.0,,0.0,,0.0,,1.0,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-04,2021,4,4,,16.5,,-3.4,,6.6,,11.4,,0.0,,0.0,T,0.0,,0.0,T,1.0,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-05,2021,4,5,,,M,,M,,M,,M,,M,0.0,T,0.0,,0.0,T,0.0,T,9.0,,46.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-06,2021,4,6,,,M,,M,,M,,M,,M,2.5,,0.0,,2.5,,0.0,T,8.0,,37.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-07,2021,4,7,,15.9,,4.2,,10.1,,7.9,,0.0,,9.7,,0.0,,9.7,,0.0,T,11.0,,36.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-08,2021,4,8,,19.3,,7.0,,13.2,,4.8,,0.0,,9.8,,0.0,,9.8,,0.0,T,11.0,,48.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-09,2021,4,9,,14.0,,8.4,,11.2,,6.8,,0.0,,4.7,,0.0,,4.7,,0.0,T,8.0,,35.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-10,2021,4,10,,17.6,,4.7,,11.2,,6.8,,0.0,,0.0,T,0.0,,0.0,T,0.0,T,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-11,2021,4,11,,16.9,,5.2,,11.1,,6.9,,0.0,,1.4,,0.0,,1.4,,0.0,T,10.0,,65.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-12,2021,4,12,,14.8,,6.8,,10.8,,7.2,,0.0,,2.1,,0.0,,2.1,,,,14.0,,45.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-13,2021,4,13,,10.3,,4.2,,7.3,,10.7,,0.0,,0.0,T,0.0,,0.0,T,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-14,2021,4,14,,4.4,,0.6,,2.5,,15.5,,0.0,,3.7,,2.3,,6.0,,0.0,T,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-15,2021,4,15,,4.8,,1.0,,2.9,,15.1,,0.0,,0.0,T,0.0,,0.0,T,,,30.0,,47.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-16,2021,4,16,,5.9,,-0.2,,2.9,,15.1,,0.0,,0.0,,0.0,,0.0,,,,31.0,,53.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-17,2021,4,17,,7.3,,-2.7,,2.3,,15.7,,0.0,,0.0,,0.0,,0.0,,,,30.0,,41.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-18,2021,4,18,,12.9,,0.0,,6.5,,11.5,,0.0,,0.0,,0.0,,0.0,,,,33.0,,33.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-19,2021,4,19,,5.0,,-2.0,,1.5,,16.5,,0.0,,1.0,,1.4,,1.8,,1.0,E,26.0,,65.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-20,2021,4,20,,-1.9,,-4.5,,-3.2,,21.2,,0.0,,0.0,,2.0,,1.8,,1.0,,31.0,,57.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-21,2021,4,21,,1.5,,-5.7,,-2.1,,20.1,,0.0,,0.0,,0.0,T,0.0,T,0.0,T,29.0,,41.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-22,2021,4,22,,8.3,,-3.5,,2.4,,15.6,,0.0,,0.0,,0.0,,0.0,,,,31.0,,50.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-23,2021,4,23,,17.1,,-4.9,,6.1,,11.9,,0.0,,0.0,,0.0,,0.0,,,,29.0,,39.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-24,2021,4,24,,13.7,,-2.6,,5.6,,12.4,,0.0,,1.4,,0.0,,1.4,,,,31.0,,55.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-25,2021,4,25,,2.2,,-4.0,,-0.9,,18.9,,0.0,,0.0,,0.0,,0.0,,,,30.0,,57.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-26,2021,4,26,,4.0,,-4.8,,-0.4,,18.4,,0.0,,4.2,,0.0,T,4.2,,0.0,T,14.0,,50.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-27,2021,4,27,,11.3,,0.5,,5.9,,12.1,,0.0,,2.8,,0.0,,2.8,,,,9.0,,39.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-28,2021,4,28,,11.6,,-0.5,,5.6,,12.4,,0.0,,9.2,,0.0,,9.2,,,,6.0,,31.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-29,2021,4,29,,13.7,,-1.2,,6.3,,11.7,,0.0,,0.0,,0.0,,0.0,,,,31.0,,55.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-04-30,2021,4,30,,,M,,M,,M,,M,,M,0.0,,0.0,,0.0,,,,33.0,,72.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-01,2021,5,1,,14.0,,-4.6,,4.7,,13.3,,0.0,,1.0,,0.0,,1.0,,,,24.0,,53.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-02,2021,5,2,,16.9,,4.8,,10.9,,7.1,,0.0,,0.2,,0.0,,0.2,,,,9.0,,36.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-03,2021,5,3,,10.0,,5.2,,7.6,,10.4,,0.0,,13.3,,0.0,,13.3,,,,8.0,,41.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-04,2021,5,4,,8.4,,3.1,,5.8,,12.2,,0.0,,3.5,,0.0,,3.5,,,,28.0,,37.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-05,2021,5,5,,7.1,,-1.5,,2.8,,15.2,,0.0,,0.0,,0.0,,0.0,,,,31.0,,53.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-06,2021,5,6,,10.1,,-2.3,,3.9,,14.1,,0.0,,0.0,,0.0,,0.0,,,,31.0,,48.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-07,2021,5,7,,7.2,,-2.9,,2.2,,15.8,,0.0,,0.0,,0.0,,0.0,,,,31.0,,46.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-08,2021,5,8,,9.8,,-3.4,,3.2,,14.8,,0.0,,0.0,,0.0,,0.0,,,,27.0,,34.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-09,2021,5,9,,7.4,,-5.0,,1.2,,16.8,,0.0,,0.0,,0.0,,0.0,,,,32.0,,46.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-10,2021,5,10,,7.6,,-1.0,,3.3,,14.7,,0.0,,0.0,T,0.0,,0.0,T,,,31.0,,49.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-11,2021,5,11,,10.2,,-1.2,,4.5,,13.5,,0.0,,0.2,,0.0,T,0.2,,,,31.0,,57.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-12,2021,5,12,,15.5,,-0.4,,7.6,,10.4,,0.0,,0.0,,0.0,,0.0,,,,33.0,,39.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-13,2021,5,13,,20.0,,-3.5,,8.3,,9.7,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-14,2021,5,14,,20.3,,-1.2,,9.6,,8.4,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-15,2021,5,15,,22.8,,1.4,,12.1,,5.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-16,2021,5,16,,19.8,,1.9,,10.9,,7.1,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-17,2021,5,17,,24.9,,2.8,,13.9,,4.1,,0.0,,0.0,,0.0,,0.0,,,,,,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-18,2021,5,18,,27.5,,4.4,,16.0,,2.0,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-19,2021,5,19,,22.1,,11.8,,17.0,,1.0,,0.0,,1.2,,0.0,,1.2,,,,,,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-20,2021,5,20,,26.6,,12.1,,19.4,,0.0,,1.4,,0.0,,0.0,,0.0,,,,,,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-21,2021,5,21,,28.3,,14.9,,21.6,,0.0,,3.6,,0.3,,0.0,,0.3,,,,23.0,,38.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-22,2021,5,22,,26.3,,13.9,,20.1,,0.0,,2.1,,0.0,T,0.0,,0.0,T,,,30.0,,32.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-23,2021,5,23,,19.0,,5.0,,12.0,,6.0,,0.0,,0.0,T,0.0,,0.0,T,,,6.0,,40.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-24,2021,5,24,,19.6,,4.0,,11.8,,6.2,,0.0,,5.4,,0.0,,5.4,,,,,,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-25,2021,5,25,,24.5,,10.9,,17.7,,0.3,,0.0,,0.7,,0.0,,0.7,,,,23.0,,52.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-26,2021,5,26,,17.2,,2.2,,9.7,,8.3,,0.0,,0.0,,0.0,,0.0,,,,31.0,,59.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-27,2021,5,27,,8.1,,-2.5,,2.8,,15.2,,0.0,,0.0,,0.0,,0.0,,,,7.0,,38.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-28,2021,5,28,,12.1,,2.7,,7.4,,10.6,,0.0,,0.0,,0.0,,0.0,,,,30.0,,40.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-29,2021,5,29,,18.1,,-1.2,,8.5,,9.5,,0.0,,0.0,,0.0,,0.0,,,,,,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-30,2021,5,30,,21.0,,-2.2,,9.4,,8.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-05-31,2021,5,31,,20.6,,5.5,,13.1,,4.9,,0.0,,1.3,,0.0,,1.3,,,,21.0,,37.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-01,2021,6,1,,23.5,,1.8,,12.7,,5.3,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-02,2021,6,2,,25.4,,3.1,,14.3,,3.7,,0.0,,0.0,,0.0,,0.0,,,,21.0,,33.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-03,2021,6,3,,26.4,,10.7,,18.6,,0.0,,0.6,,0.0,T,0.0,,0.0,T,,,28.0,,34.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-04,2021,6,4,,28.6,,7.1,,17.9,,0.1,,0.0,,0.0,,0.0,,0.0,,,,35.0,,32.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-05,2021,6,5,,26.4,,15.1,,20.8,,0.0,,2.8,,6.4,,0.0,,6.4,,,,,,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-06,2021,6,6,,30.5,,14.1,,22.3,,0.0,,4.3,,0.0,,0.0,,0.0,,,,20.0,,47.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-07,2021,6,7,,30.8,,14.9,,22.9,,0.0,,4.9,,0.0,,0.0,,0.0,,,,20.0,,35.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-08,2021,6,8,,31.7,,14.9,,23.3,,0.0,,5.3,,0.8,,0.0,,0.8,,,,30.0,,44.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-09,2021,6,9,,28.5,,12.4,,20.5,,0.0,,2.5,,0.0,,0.0,,0.0,,,,8.0,,34.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-10,2021,6,10,,21.4,,14.7,,18.1,,0.0,,0.1,,18.5,,0.0,,18.5,,,,12.0,,40.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-11,2021,6,11,,19.0,,11.3,,15.2,,2.8,,0.0,,1.3,,0.0,,1.3,,,,7.0,,36.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-12,2021,6,12,,24.6,,10.6,,17.6,,0.4,,0.0,,0.7,,0.0,,0.7,,,,12.0,,38.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-13,2021,6,13,,22.4,,10.5,,16.5,,1.5,,0.0,,0.0,,0.0,,0.0,,,,34.0,,36.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-14,2021,6,14,,19.3,,9.8,,14.6,,3.4,,0.0,,0.0,,0.0,,0.0,,,,30.0,,41.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-15,2021,6,15,,18.7,,9.3,,14.0,,4.0,,0.0,,0.0,,0.0,,0.0,,,,31.0,,48.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-16,2021,6,16,,20.4,,1.9,,11.2,,6.8,,0.0,,0.0,,0.0,,0.0,,,,31.0,,40.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-17,2021,6,17,,25.3,,3.5,,14.4,,3.6,,0.0,,0.0,T,0.0,,0.0,T,,,20.0,,52.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-18,2021,6,18,,27.8,,12.8,,20.3,,0.0,,2.3,,0.0,,0.0,,0.0,,,,33.0,,51.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-19,2021,6,19,,17.6,,4.8,,11.2,,6.8,,0.0,,0.0,,0.0,,0.0,,,,31.0,,42.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-20,2021,6,20,,21.9,,3.1,,12.5,,5.5,,0.0,,6.3,,0.0,,6.3,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-21,2021,6,21,,14.5,,4.5,,9.5,,8.5,,0.0,,17.9,,0.0,,17.9,,,,30.0,,68.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-22,2021,6,22,,16.8,,1.5,,9.2,,8.8,,0.0,,0.0,T,0.0,,0.0,T,,,21.0,,40.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-23,2021,6,23,,25.0,,1.3,,13.2,,4.8,,0.0,,0.0,T,0.0,,0.0,T,,,21.0,,36.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-24,2021,6,24,,20.0,,16.1,,18.1,,0.0,,0.1,,2.0,,0.0,,2.0,,,,21.0,,42.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-25,2021,6,25,,20.1,,13.3,,16.7,,1.3,,0.0,,1.2,,0.0,,1.2,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-26,2021,6,26,,20.0,,12.8,,16.4,,1.6,,0.0,,1.3,,0.0,,1.3,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-27,2021,6,27,,21.7,,12.0,,16.9,,1.1,,0.0,,3.2,,0.0,,3.2,,,,28.0,,34.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-28,2021,6,28,,27.4,,12.2,,19.8,,0.0,,1.8,,0.0,T,0.0,,0.0,T,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-29,2021,6,29,,22.4,,14.6,,18.5,,0.0,,0.5,,4.1,,0.0,,4.1,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-06-30,2021,6,30,,22.1,,12.0,,17.1,,0.9,,0.0,,0.0,,0.0,,0.0,,,,,,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-01,2021,7,1,,19.7,,10.5,,15.1,,2.9,,0.0,,0.0,,0.0,,0.0,,,,33.0,,46.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-02,2021,7,2,,19.3,,11.4,,15.4,,2.6,,0.0,,10.6,,0.0,,10.6,,,,33.0,,32.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-03,2021,7,3,,24.3,,9.6,,17.0,,1.0,,0.0,,1.9,,0.0,,1.9,,,,30.0,,39.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-04,2021,7,4,,31.5,,15.2,,23.4,,0.0,,5.4,,0.0,,0.0,,0.0,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-05,2021,7,5,,27.7,,15.0,,21.4,,0.0,,3.4,,0.3,,0.0,,0.3,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-06,2021,7,6,,22.1,,13.7,,17.9,,0.1,,0.0,,0.7,,0.0,,0.7,,,,30.0,,35.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-07,2021,7,7,,18.8,,11.3,,15.1,,2.9,,0.0,,0.7,,0.0,,0.7,,,,7.0,,33.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-08,2021,7,8,,20.0,,12.3,,16.2,,1.8,,0.0,,0.0,,0.0,,0.0,,,,28.0,,36.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-09,2021,7,9,,23.2,,5.9,,14.6,,3.4,,0.0,,0.0,,0.0,,0.0,,,,32.0,,33.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-10,2021,7,10,,26.7,,4.1,,15.4,,2.6,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-11,2021,7,11,,27.5,,6.6,,17.1,,0.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-12,2021,7,12,,29.2,,8.3,,18.8,,0.0,,0.8,,0.0,,0.0,,0.0,,,,,,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-13,2021,7,13,,23.9,,14.8,,19.4,,0.0,,1.4,,3.2,,0.0,,3.2,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-14,2021,7,14,,29.4,,13.1,,21.3,,0.0,,3.3,,11.9,,0.0,,11.9,,,,25.0,,34.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-15,2021,7,15,,25.2,,15.7,,20.5,,0.0,,2.5,,29.5,,0.0,,29.5,,,,30.0,,40.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-16,2021,7,16,,27.2,,9.5,,18.4,,0.0,,0.4,,0.0,,0.0,,0.0,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-17,2021,7,17,,27.9,,9.8,,18.9,,0.0,,0.9,,0.0,,0.0,,0.0,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-18,2021,7,18,,25.6,,13.6,,19.6,,0.0,,1.6,,0.0,,0.0,,0.0,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-19,2021,7,19,,28.9,,14.0,,21.5,,0.0,,3.5,,0.0,,0.0,,0.0,,,,,,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-20,2021,7,20,,21.3,,8.4,,14.9,,3.1,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-21,2021,7,21,,22.8,,7.5,,15.2,,2.8,,0.0,,0.0,,0.0,,0.0,,,,28.0,,32.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-22,2021,7,22,,20.6,,8.1,,14.4,,3.6,,0.0,,0.5,,0.0,,0.5,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-23,2021,7,23,,26.4,,9.9,,18.2,,0.0,,0.2,,3.6,,0.0,,3.6,,,,13.0,,35.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-24,2021,7,24,,22.8,,14.0,,18.4,,0.0,,0.4,,13.1,,0.0,,13.1,,,,29.0,,34.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-25,2021,7,25,,26.4,,11.8,,19.1,,0.0,,1.1,,0.0,,0.0,,0.0,,,,32.0,,34.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-26,2021,7,26,,27.7,,9.7,,18.7,,0.0,,0.7,,0.8,,0.0,,0.8,,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-27,2021,7,27,,25.7,,12.7,,19.2,,0.0,,1.2,,0.0,T,0.0,,0.0,T,,,,M,,M
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-28,2021,7,28,,26.4,,10.3,,18.4,,0.0,,0.4,,33.5,,0.0,,33.5,,,,1.0,,36.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-29,2021,7,29,,23.9,,12.8,,18.4,,0.0,,0.4,,18.8,,0.0,,18.8,,,,31.0,,50.0,
-84.51,46.49,SAULT STE MARIE A,6057591,2021-07-30,2021,7,30,,18.4,,10.0,,14.2,,3.8,,0.0,,0.0,,0.0,,0.0,,,,29.0,,40.0,
